Global Sıra,İlçe,Klinik Adı,Mahalle,Adres,Telefon,Yorum Sayısı,Puan,Tip/Özellik,Eve Kuş Uçuşu (km),Ziyaret Tarihi,Temsilci,Görüşülen Hekim,Durum,Sipariş,Notlar
781,Çankaya-C Merkez,Cebeci Dent,,"Fakülteler Mh, Cebeci, Cemal Gürsel Cad. 80/A",0312 363 61 65,173,4.3,HOT LEAD,18.7,,,,,,
782,Mamak,Diş Hekimi M. Haluk Oygür,Demirlibahçe,Demirkapı Sk. No:2/4,0312 319 33 61,0,-,Özel,18.7,,,,,,
783,Altındağ,DentaCenter Cebeci,Hacettepe/Cebeci,Ulucanlar Cd. No:88 D:17,0444 39 21,844,4.9,Özel - MEGA LEAD,18.6,,,,,,
784,Altındağ,Diş Hekimi İdris Çamlıbel,Hacettepe,Talatpaşa Blv No:138/2,0542 341 33 76,1,5.0,Özel,18.3,,,,,,
785,Altındağ,Cihad Ş. Özkan,Kale,Anafartalar Cd Mermercizade İş Hanı 29/56,0533 577 30 88,2,5.0,Özel,17,,,,,,
786,Çankaya-C Merkez,Özel Maltepedent ADSP,,"Maltepe, Gazi Mustafa Kemal Blv. No:87 D:30",0538 703 70 98,365,4.8,MEGA LEAD,16.2,,,,,,
787,Çankaya-C Merkez,Dt Ayşenur Taş 24 Saat Açık Dişçi (24h),,"Maltepe, Gazi Mustafa Kemal Blv. No:87/77",0538 703 70 98,508,4.9,MEGA LEAD (24/7),16.2,,,,,,
788,Çankaya-C Merkez,Dt Burak Can Nöbetçi Dişçi (24h),,"Maltepe, Gazi Mustafa Kemal Blv. No:87 D:33",0538 703 70 98,302,4.8,HOT LEAD (24/7),16.2,,,,,,
789,Çankaya-C Merkez,Dent-Art Diş Polikliniği,,"Bahçelievler, Taşkent Cd. No:50/A",0312 223 04 24,109,4.8,,15,,,,,,
790,Çankaya-C Merkez,Diş Hekimi Murat Memikoğlu,,"Yukarı Bahçelievler, 54. cad 7/3",0312 221 39 42,13,4.4,,15.2,,,,,,
791,Çankaya-C Merkez,Diş Hekimi Didem Serim,,"Yukarı Bahçelievler, 46. Sk. 44/1",0533 351 33 82,7,5.0,,14.7,,,,,,
792,Çankaya-C Merkez,emek Ağız Diş Sağlığı Polikliniği,,"Bahçelievler, Emek, 4. Cad. No:92 D:7",0312 223 41 60,59,4.2,,14.7,,,,,,
793,Çankaya-C Merkez,KLİNİK ANKARA ADSP,,"Emek, Kazakistan Cd. 78/A",0501 105 06 06,58,4.8,,14.6,,,,,,
794,Çankaya-C Merkez,Diş Hekimi Mahmut Sapmaz ADSP,,"Emek, Kazakistan Cd. 60/1 (Saray Apt)",0551 084 19 21,352,4.5,MEGA LEAD,14.6,,,,,,
795,Çankaya-C Merkez,Özel Dentahan ADSP,,"Emek, Bişkek Cd. No:73-A",0501 674 23 24,59,5.0,,14.3,,,,,,
796,Çankaya-C Merkez,Dr. Dt. Semih Demircioğlu,,"Emek, Kırım Cd. 78/BB",0312 213 25 33,33,4.6,,14.1,,,,,,
797,Çankaya-C Merkez,Çankaya ADSP (Emek),,"Emek, Bişkek Cd. 36 A",0312 436 30 66,54,3.9,,14.3,,,,,,
798,Çankaya-C Merkez,Uzman Diş Hekimi Ekin Cinal,,"Emek, Veli Necdet Arığ Cd No:5 D:3",0507 238 48 99,15,4.9,,14.7,,,,,,
799,Çankaya-C Merkez,Özel Bahçelievler ADSP,,"Emek, Kazakistan Cd. No:138/B",0506 972 03 06,99,4.8,,15,,,,,,
800,Çankaya-C Merkez,Diş Hekimi Kutay Görücü,,"Yukarı Bahçelievler, 7. Cad Aşkabat 69. Sk. No:34 D:6",0312 213 21 43,163,4.9,HOT LEAD,15.3,,,,,,
801,Çankaya-C Merkez,Diş Hekimi Duygu Öztürk,,"Emek, 4. Sk. No:15",0552 392 55 45,43,4.9,,14.4,,,,,,
802,Yenimahalle,Özel Beştepe ADSP,Beştepe,Alparslan Türkeş Cd Çakıroğlu İş Merkezi 61B/D,0501 340 19 18,54,4.9,Özel - Orta,13.4,,,,,,
803,Yenimahalle,Dr.Dt. Ezgi Sayarlı (Periodontolog),Beştepe,Moment 32. Cad 1/44,0312 544 11 50,23,5.0,Özel - Uzman (Periodontoloji),13.3,,,,,,
804,Çankaya-C Merkez,Özel Ankara Dişevi ADSP,,"Emek, Kırım Cd. No:36/B",0312 223 82 72,60,4.9,,14.2,,,,,,
805,Çankaya-C Merkez,Mb Dental Group Çankaya Diş Polikliniği,,"Bahçelievler, Bahriye Üçok Cd. 19/A",0552 638 98 20,42,4.7,,14.4,,,,,,
806,Çankaya-C Merkez,Dt. Şakir Doğualp Beşevler Diş Hekimi,,"Bahçelievler, Bahriye Üçok Cd. 19/A",0552 638 98 20,37,4.9,,14.4,,,,,,
807,Çankaya-C Merkez,Dt Engin Nöbetçi Dişçi Ankara (24h),,"Bahçelievler, Bahriye Üçok Cd.",0506 542 62 95,234,4.9,HOT LEAD (24/7),14.4,,,,,,
808,Yenimahalle,Prof. Dr. Ayşegül Tüzüner (Çene Cerrahi),Emniyet,"Ankara Üni Diş Fak Çene Cer., İncitaş sk",0312 296 55 82,29,4.3,Özel - Uzman (Prof.Dr. Çene),14.4,,,,,,
809,Yenimahalle,Özel İrem ADSP ⭐,Işınlar,İvedik Cd Giriş Sk 2,0312 344 59 59,230,4.7,Özel - Büyük,13.1,,,,,,
810,Yenimahalle,Özel Zen Art ADSM,Işınlar,İvedik Cd 122/1,0505 860 99 36,35,5.0,Özel - Orta,12.8,,,,,,
811,Yenimahalle,Dt. Burcu Aksoy,Işınlar,Ragıp Tüzün Cd 76,0312 327 77 91,32,4.4,Özel - Küçük,12.9,,,,,,
812,Yenimahalle,Dr. Güzin Ünlü Yaşar 🆕,Yeniçağ,Taşkın Sk No:9 D:4,0312 327 59 66,3,4.7,Özel - Küçük (Ali'nin bildirdiği),12.6,,,,,,
813,Yenimahalle,Dt. İbrahim Kadri Barut 🆕,Yeniçağ,Çarşı Cd 24 D:2,0312 344 05 47,2,4.5,Özel - Küçük,12.5,,,,,,
814,Yenimahalle,Dt. Ali Emrah Uysal,Ragıp Tüzün,Ragıp Tüzün Cd 125/5,0850 333 8344,7,4.4,Özel - Küçük,12.4,,,,,,
815,Yenimahalle,Dr.Dt. Erbil Şahinkaya (Ortodonti Uzm.),Ragıp Tüzün,Ragıp Tüzün Cd 139/1,0312 343 29 83,68,4.9,Özel - Uzman (Ortodonti),12.4,,,,,,
816,Yenimahalle,Dt. Habibe Başayar Eroğlu 🆕,Ragıp Tüzün,Ragıp Tüzün Cd 139-2,0312 343 34 41,7,4.4,Özel - Küçük,12.4,,,,,,
817,Yenimahalle,Rosedent Yenimahalle,Ragıp Tüzün,Akın Cd 37,0444 51 78,47,4.9,Özel - Orta,12.3,,,,,,
818,Yenimahalle,Rosedent ADSP Yenimahalle Şubesi,Ragıp Tüzün,Akın Cd. No:37,0444 5178,47,4.9,Özel,12.3,,,,,,
819,Yenimahalle,Dt. Özgü Arslan 🆕,Çarşı,Akın Cd 45/A,0543 187 87 00,43,4.8,Özel - Küçük,12.3,,,,,,
820,Yenimahalle,Diş Hekimi Özgü Arslan,Çarşı,Akın Cd. No:45/A,0543 187 87 00,43,4.8,Özel,12.3,,,,,,
821,Yenimahalle,Dt. Sibel Kepez Ülkü,Çarşı,Ragıp Tüzün Cd 172/6,0312 344 61 42,2,5.0,Özel - Küçük,12.2,,,,,,
822,Yenimahalle,Dt. Sibel (Akbaş) Gökay ⭐⭐,Çarşı,Ragıp Tüzün Cd 174/1-3,0532 015 33 68,417,4.8,Özel - DEV,12.1,,,,,,
823,Yenimahalle,Diş Hekimi Sibel (Akbaş) Gökay,Çarşı/Ragıp Tüzün,Ragıp Tüzün Cd. 174/1-3,0532 015 33 68,417,4.8,Özel - MEGA LEAD,12.1,,,,,,
824,Yenimahalle,Diş Hekimi Ferhat Kalaycı,Ragıp Tüzün,İvedik Cd. 158/A,0553 285 62 03,43,5.0,Özel,12.5,,,,,,
825,Yenimahalle,Özel Hayat Dent ADSP,Ragıp Tüzün,İvedik Cd 154/B,0312 343 00 60,48,4.9,Özel - Orta,12.5,,,,,,
826,Yenimahalle,Dt. Ali Vala Taşçıoğlu 🆕 (Hayat Dent içi),Ragıp Tüzün,İvedik Cd 154/B (Özel Hayat Dent ADSP içinde),0850 433 4169,0,0,Özel - Hekim (Ali'nin bildirdiği),12.5,,,,,,
827,Yenimahalle,Mercandent ADSP ⭐,Tepealtı,İvedik Cd 288,0312 344 29 61,350,4.3,Özel - Büyük,11.5,,,,,,
828,Yenimahalle,Dentist (Dt. Mehmet Yağmur),Demetgül,İvedik Cd. No:89,0312 345 11 65,7,4.7,Özel,11.2,,,,,,
829,Yenimahalle,KOZDENT ADSP,Demetgül,İvedik Cd Uzay 2 69/F,0505 016 88 00,120,4.9,Özel - Orta,11.1,,,,,,
830,Yenimahalle,Dt. Gizem Duman Öztürk (KOZDENT içi),Demetgül,İvedik Cd Uzay 2 69/F (KOZDENT içinde),0505 016 88 00,2,5.0,Özel - Küçük (Pediatri/Gülüş),11,,,,,,
831,Yenimahalle,Hayat ADSP,Demetlale,Vatan Cd 25/3,0312 335 01 61,110,4.7,Özel - Orta,10.8,,,,,,
832,Yenimahalle,Dt. Harun Yıldırım (Gülüş Tasarımı/Çene),Demetlale,Vatan Cd 27/B,0537 701 90 36,54,4.9,Özel - Orta (Gülüş),10.8,,,,,,
833,Yenimahalle,Turkoglu Diş Polikliniği,Demetevler,406. Cad. No:1 D:5,0312 345 23 19,12,5.0,Özel,10.8,,,,,,
834,Yenimahalle,O.E.T. ADSP (Orkun Ersan Tokmakçı),Demetevler,369. Sk No:7,0546 503 06 58,203,4.9,Özel - Büyük,10.5,,,,,,
835,Yenimahalle,7/24 Acil Diş Kliniği Ankara,Demetgül,Şht. Rıfat Çelik Sk 27/A,0506 279 00 91,254,4.9,Özel - 24 Saat,10.9,,,,,,
836,Yenimahalle,7/24 Gece Açık Acil Diş Kliniği (VK Dental),Demetgül,Şht. Rıfat Çelik Sk. No:27/A,0506 279 00 91,256,4.9,Özel - HOT LEAD (Nöbetçi 7/24),10.9,,,,,,
837,Yenimahalle,Dt. Cihan Çağatay Özkan ⭐ 🆕,Esentepe,Ragıp Tüzün Cd 294/A Ayça Apt,0538 702 61 06,36,5.0,Özel - Orta (YENİ MAHALLE),11.5,,,,,,
838,Yenimahalle,BENGİSU ADSP ⭐,Demetevler,357 Caddesi 59/A,0534 058 86 08,268,4.9,Özel - Büyük,10.1,,,,,,
839,Yenimahalle,Uzm. Dr. Zehra Fırtına Ekincioğlu ⭐,Mehmet Akif Ersoy,274. Sokak Wings Plaza A Blok Kat:11,0542 320 29 20,416,4.9,Özel - Büyük (Uzman Çene),9.3,,,,,,
840,Yenimahalle,Santral Ankara Diş,Mehmet Akif Ersoy,274. Sk B Blok No:121,0533 934 90 46,203,4.9,Özel - Büyük,9.3,,,,,,
841,Yenimahalle,Dent Gimat ADSP,Macun,177. Cd 28/39,0312 397 45 55,45,4.5,Özel,9.2,,,,,,
842,Yenimahalle,Batı Bulvar ADSP (Canan Sarıkaya) ⭐,Macun,Batı Bulvarı 177. Cd 28/48,0553 318 60 92,701,4.9,Özel - DEV,9,,,,,,
843,Çankaya-B Çukurambar/Balgat,Dentapros Balgat,,"Nasuh Akar, 1405. Sk. No:6",0312 911 13 96,628,4.5,MEGA LEAD,15.3,,,,,,
844,Çankaya-B Çukurambar/Balgat,ALÖZ ADSP,,"Oğuzlar, Osmanlı Cd. No:12 D:C",0850 811 3486,14,5.0,,15.4,,,,,,
845,Çankaya-B Çukurambar/Balgat,Miadent ADSM,,"Aşağı Öveçler, Çetin Emeç Blv. No:69",0444 5642,617,4.3,MEGA LEAD,16.5,,,,,,
846,Çankaya-B Çukurambar/Balgat,OLİVDENT Diş Kliniği (24h ekipli),,"Öveçler, Çetin Emeç Blv., Kabil Cd. No:3/A",0531 694 51 41,352,4.9,HOT LEAD (Acil),16.9,,,,,,
847,Çankaya-B Çukurambar/Balgat,Nöbetçi Diş Hekimi (OLİVDENT),,"Öveçler, Kabil Cd. No:3",0531 694 51 41,27,5.0,24/7 NÖBET,16.9,,,,,,
848,Çankaya-B Çukurambar/Balgat,Botoks Ankara (OLİVDENT),,"Öveçler, Kabil Cd. No:3",0531 694 51 41,16,5.0,,16.9,,,,,,
849,Çankaya-B Çukurambar/Balgat,Cem Dental (Dt. Cemal),,"Öveçler, Kabil Cd. No:7",0312 482 22 02,7,5.0,,16.9,,,,,,
850,Çankaya-B Çukurambar/Balgat,Diş Hekimi Cemal Çakır,,"Aşağı Öveçler, Kabil Sk. No:7 D:14",0312 482 22 02,9,4.9,,16.9,,,,,,
851,Çankaya-B Çukurambar/Balgat,Diş Hekimi Recep Ertan Özmen,,"Öveçler, Kabil Cd. 55 C",0312 479 71 91,18,5.0,,17.3,,,,,,
852,Çankaya-B Çukurambar/Balgat,DentaVitalis ADSP,,"Aşağı Öveçler, Kabil Cd. 64/A",0552 481 30 48,88,4.7,,17.3,,,,,,
853,Çankaya-B Çukurambar/Balgat,DentKron ADSP,,"Aşağı Öveçler, Kabil Cd. 68/A",0312 481 81 00,27,5.0,,17.4,,,,,,
854,Çankaya-B Çukurambar/Balgat,Gönül ADSP,,"Öveçler, Mimar Cd. 54-C",0312 482 00 02,227,4.8,HOT LEAD,17.7,,,,,,
855,Çankaya-B Çukurambar/Balgat,Dent Mec ADSP (Dr. Mesut),,"Yukarı Öveçler, Lizbon Cd. No:44/A",0530 934 06 32,37,4.5,,16.8,,,,,,
856,Çankaya-D Güney,Özel Dent Dikmen ADSP,,"Harbiye, Dikmen Cd Zarif Sk 2/A",0554 009 68 00,166,4.9,HOT LEAD,17.8,,,,,,
857,Çankaya-C Merkez,Sakura ADSP,,"Çankaya, Cinnah Cd. No:9",0312 428 75 40,4,5.0,,18.7,,,,,,
858,Çankaya-C Merkez,Diş Hekimi Tüzün Gelgel,,"Çankaya, Göreme Sk. No:1/20",0312 426 34 23,11,4.9,,18.7,,,,,,
859,Çankaya-C Merkez,Dentics ADSP (Dr. Fuat Kesim),,"Güvenevler, Kavaklıdere Cd. 3-3",0312 468 76 78,8,5.0,,18.6,,,,,,
860,Çankaya-C Merkez,Dt. Kadir Özgül Muayenehanesi,,"Remzi Oğuz Arık, Kavaklıdere Cd. Şili Meydanı 23/2",0545 827 12 88,117,5.0,HOT LEAD,18.5,,,,,,
861,Çankaya-C Merkez,Nenehatun42 ADSP (Dt. Oya Kılıçoğlu Torun),,"Gaziosmanpaşa, Nenehatun Cd No:42/A",0533 136 66 90,96,5.0,,19.2,,,,,,
862,Çankaya-C Merkez,Ankyra Dental ADSP,,"Gaziosmanpaşa, Han Sk. No:32",0312 446 60 65,107,4.9,,19.5,,,,,,
863,Çankaya-C Merkez,DentRoyal ADSP,,"Kazım Özalp, Gaziosmanpaşa, Filistin Cd. İzci Sk. 2/2",0552 184 02 42,82,5.0,,19.7,,,,,,
864,Çankaya-C Merkez,Özel Esat Diş ve Ağız Sağlığı Polikliniği,,"Küçükesat, Esat Cd. No:101/A",0532 353 82 43,46,4.4,,18.7,,,,,,
865,Çankaya-C Merkez,Özel ELİT ESAT ADSP,,"Küçükesat, Esat Cd. 101/A",0532 353 82 43,12,4.8,,18.7,,,,,,
866,Çankaya-C Merkez,Dt. Alperen Özcan Nöbetçi Diş Kliniği (24h),,"Ön Cebeci, İncesu Cd. No:11/A",0552 155 50 65,256,5.0,HOT LEAD (24/7),18.1,,,,,,
867,Mamak,Dt. Özgür Ançel Diş Hekimi,Yeşilbayır,1774/1. Sk. No:2/B,0312 439 65 34,41,4.7,Özel,26.1,,,,,,
868,Mamak,Gökhan Nas Muayenehanesi,Kayaş,Kayaş Cd. No:103,0536 575 77 05,20,4.8,Özel,27,,,,,,
869,Etimesgut,Dentvilla ADSP Bağlıca,Bağlıca,Mermeroğlu Cd. NO:66 C D:1,0554 606 03 12,100,5.0,Özel - Orta,10.4,,,,,,
870,Sincan,Dila Berkem Okay Diş Kliniği,Saraycık/Seyit Onbaşı,2432. Cad TB2 İş Hanı No:3/2C (Cami Yanı),0505 025 23 23,10,5.0,Özel,7.5,,,,,,
871,Sincan,Dentists Grup GOP 2 ADSP,Gökçek,250. Cd Zuhur Konut Sit B blok 3/2,0312 267 20 28,5,5.0,Özel - Yeni,8.2,,,,,,
872,Sincan,Ilgaz ADSP,Gökçek/Törekent,361. Sk 4/3,0546 259 75 52,111,4.9,Özel - Orta,8.2,,,,,,
873,Sincan,Törekent Diş,Gökçek/Törekent,561 Sk 2/6,0507 063 88 44,0,0,Özel - Yeni,8.1,,,,,,
874,Sincan,Özel Arisdent ADSP,Gökçek,250. Cd 11/L (Sincan ADSH karşısı),0505 027 21 22,21,5.0,Özel - Yeni,8.1,,,,,,
875,Sincan,Özel LivaDent Diş Polikliniği ⭐⭐,Gökçek/Törekent,352. Sk 1/2,0545 339 32 86,245,4.8,Özel - DEV,7.9,,,,,,
876,Sincan,Dentists Grup GOP ADSP,Fatih/GOP,İzmir Cd 16E,0312 272 71 78,49,3.9,Özel - Orta (düşük puan),7.3,,,,,,
877,Sincan,Dt. Nur Güneş Mısır ⭐⭐,Fatih,İzmir Cd 15/1,0506 328 58 53,312,4.6,Özel - DEV,7.3,,,,,,
878,Sincan,Dt Sinan Çakmak Fatih ⭐⭐ (24h),Fatih,Fatih mh,0545 339 32 86,271,4.7,Özel - DEV (24h),6.8,,,,,,
879,Sincan,Tandoğan Diş Kliniği (24h),Ulubatlı Hasan (Mebusevler),Anıt Cd 12. 1. kat,0553 895 90 29,1,5.0,"Özel - Yeni (24h, Capital yanı, Sincan sınırı - DOĞRULAMA GEREKLİ)",6,,,,,,
880,Etimesgut,Özel Empladent ADSP,Yavuz Selim (kuzeybatı),12. Cd. No:9 İç Kapı 102,0546 850 08 08,307,4.8,Özel - Büyük,4.9,,,,,,
881,Sincan,Sincan Megapol ADSP,Gökçek,362. Cadde 11/B,0505 600 22 87,76,4.9,Özel - Orta,8.6,,,,,,
882,Sincan,Uzm. Dt. Nur Atak,Ahi Evran (Sincan OSB),Sinova İş Merkezi ASO Cd 114,0850 811 3773,93,4.8,Özel - Uzman,9.3,,,,,,
883,Sincan,Dt. Saynur Sezer,Yenikent (Mustafa Kemal),İnönü Blv 36/A,0540 440 97 94,27,5.0,Özel - Küçük,12,,,,,,
884,Sincan,Diş Hekimi Saynur Sezer,Mustafa Kemal/Yenikent,İnönü Blv. 36/A,0540 440 97 94,27,5.0,Özel,12,,,,,,
885,Sincan,Yenikent Özel Yenident,Yenikent (Mustafa Kemal),Cumhuriyet Blv 11,0546 277 21 12,91,4.1,Özel - Orta,12.2,,,,,,
886,Sincan,Özel DevA Yenikent,Yenikent (Mustafa Kemal),Cumhuriyet Blv 15,0312 277 30 66,36,3.1,Özel - Orta (düşük puan),12.2,,,,,,
887,Sincan,Rasim Olgun Kayıran Diş Kliniği,Yenikent (Menderes),Mevlana Cd 3/A,0505 715 17 06,19,4.9,Özel - Yeni,12,,,,,,
888,Sincan,Dt. Nesrin Beyazaslan,Yenikent (Mustafa Kemal),Fatih Cd Leylak Sk 5 D:Apt 1,-,2,5.0,Özel - Yeni (Redent ile aynı bina),12.5,,,,,,
889,Sincan,Redent ADSP (Yenikent) ⭐,Yenikent (Mustafa Kemal),Fatih Cd Leylak Sk 5,0850 304 7737,134,4.4,Özel - Büyük,12.5,,,,,,
890,Sincan,Özel Orhun Yalçın ADSP,Yenikent (Mustafa Kemal),Orhangazi Cd 53/B,0531 523 69 00,9,5.0,Özel - Yeni,12.7,,,,,,
891,Sincan,Yenikent Doradent ⭐,Yenikent (Menderes),Cengiz Topel Cd 70A,0506 045 18 00,110,4.7,Özel - Büyük,12.2,,,,,,
892,Sincan,Dt. Mustafa Tetik,Yenikent (Menderes),Cengiz Topel Cd 70,0850 811 7820,1,5.0,Özel - Küçük,12.2,,,,,,
893,Sincan,Dt. Aybüke Sayın,Yenikent (Menderes),Cengiz Topel Cd 70,0850 811 7821,0,0,Özel - Küçük,12.2,,,,,,
894,Sincan,AKSA DENT ADSP,Yenikent (29 Ekim),788. Sk 4/D,0555 074 66 00,19,5.0,Özel - Yeni,12.1,,,,,,
895,Sincan,Yenikent Diş Kliniği (Halil Sezer) ⭐,Yenikent (29 Ekim),65. Cd 19/B,0552 363 11 71,199,4.4,Özel - Büyük,12.2,,,,,,
896,Sincan,Dt. Tuğbay Oğuz Sezer,Yenikent (29 Ekim),65. Cd 19/B,0501 341 19 94,31,4.7,Özel - Köklü,12.2,,,,,,
897,Sincan,Yenikent Dentestetik ⭐⭐,Yenikent (29 Ekim),Melih Gökçek Blv 25 D:10B,0552 590 03 47,533,4.8,Özel - DEV,12.6,,,,,,
898,Sincan,Özel Modernkent ADSP,Yenikent (Menderes),Melih Gökçek Blv 75A,0312 512 15 90,61,4.9,Özel - Orta,13.3,,,,,,
899,Sincan,Turnadent ADSP,Yenikent (Fevzi Çakmak),Kazım Karabekir Cd Turna Sk 1/A,0532 152 82 26,53,4.2,Özel - Orta,13.1,,,,,,
900,Sincan,Yenikent Dentbulvar,Yenikent (Çoğlu),Necip Fazıl Blv 16/B,0506 204 62 06,41,4.8,Özel - Orta,11.5,,,,,,
901,Kahramankazan,Dr. Smile Diş Kliniği (Akıncı),Akıncı,"Havacılık Blv, Kazan Sk Z-13",0312 427 91 91,45,4.0,Özel,13.5,,,,,,
902,Kahramankazan,Uzman Dt. İsmail Burak Öcal Diş Kliniği,Atatürk,Onural Şeref Bozkurt Cd. No:30/B,0501 565 08 29,72,5.0,Özel - UZMAN,24.8,,,,,,
903,Kahramankazan,Dent Kazan ADSP,Atatürk,29 Mayıs Cd. No:83 D:E,0531 814 50 02,2,5.0,Özel,24.9,,,,,,
904,Kahramankazan,Müjgan Demir Diş Kliniği,Atatürk,29 Mayıs Cd. No:89 D:3,0312 814 55 61,60,4.3,Özel,25.1,,,,,,
905,Kahramankazan,As Dent ADSP (Kahramankazan),Atatürk,29 Mayıs Cd. No:98/B,0312 814 64 64,76,3.7,Özel (Nöbetçi gece),25.5,,,,,,
906,Kahramankazan,Özel Livadent Diş Polikliniği Kahramankazan,Satıkadın,Mimar Sinan Cd. Söylemez Apt. No:2/B9,0542 101 87 86,28,5.0,Özel,25.8,,,,,,
907,Kahramankazan,Alyadent ADSP | Kahramankazan,Satıkadın,Ankara Blv. 106/B D:C,0312 800 06 56,160,4.5,Özel - HOT LEAD,26,,,,,,
908,Kahramankazan,Dt. Ebru Gül Demirci Diş Kliniği,Şehit/Atatürk,Hasan Tahsin Cd. No:86 D:B,0533 810 03 55,23,5.0,Özel,25.5,,,,,,
909,Etimesgut,Alyadent Yapracık,Yapracık (uzak),Yukarı Yurtçu 4462 Cd. No:10/B Turkuaz,0312 504 50 54,182,4.2,Özel - Büyük,17.9,,,,,,
